SaleID,price
200218,10363.01
200219,1218.92
200220,2355.1
200221,7804.62
200222,175.47
200223,861.4
200224,11930.31
200225,3459.75
200226,1115.01
200227,8855.95
200228,206.09
200229,7476.26
200230,9132.28
200231,94.69
200232,1066.81
200233,7700.51
200234,382.8
200235,8247.26
200236,13754.96
200237,4279.99
200238,7123.91
200239,8955.47
200240,27193.34
200241,10494.56
200242,4055.45
200243,-124.43
200244,6637.08
200245,4031.59
200246,4587.82
200247,1712.91
200248,224.89
200249,10243.66
200250,33781.14
200251,10461.21
200252,808.57
200253,10243.38
200254,10940.61
200255,7316.22
200256,2770.23
200257,9366.31
200258,3705.19
200259,7885.8
200260,67.98
200261,3796.54
200262,2566.19
200263,8998.96
200264,6934.21
200265,5962.7
200266,1496.93
200267,14114.1
200268,6711.0
200269,4179.22
200270,9147.31
200271,2823.63
200272,3646.13
200273,17869.31
200274,25.18
200275,13920.29
200276,2331.69
200277,3333.32
200278,1469.17
200279,8072.16
200280,3168.76
200281,873.59
200282,13497.62
200283,6364.39
200284,356.58
200285,5176.95
200286,3043.75
200287,11989.71
200288,12084.43
200289,2943.21
200290,7119.95
200291,8830.5
200292,2359.55
200293,9785.67
200294,6496.14
200295,1674.81
200296,2935.52
200297,7776.55
200298,1400.52
200299,4863.98
200300,5079.23
200301,5378.57
200302,1620.44
200303,6497.17
200304,2334.24
200305,4386.97
200306,1554.29
200307,15311.77
200308,1510.0
200309,-0.11
200310,1122.1
200311,1093.24
200312,11064.23
200313,1777.62
200314,4695.84
200315,1183.5
200316,-61.53
200317,2840.74
200318,433.47
200319,10130.63
200320,3011.86
200321,28791.18
200322,-57.7
200323,1604.17
200324,25026.07
200325,5693.07
200326,2529.96
200327,26422.88
200328,159.71
200329,7805.6
200330,2107.98
200331,1545.48
200332,12666.45
200333,1326.43
200334,658.89
200335,1497.61
200336,1515.44
200337,1025.66
200338,1816.62
200339,14326.16
200340,27154.61
200341,54.77
200342,6303.92
200343,1831.46
200344,5482.97
200345,6688.22
200346,1365.73
200347,11495.05
200348,9474.28
200349,713.18
200350,10714.05
200351,2595.6
200352,644.06
200353,1538.02
200354,3762.97
200355,553.54
200356,4220.43
200357,2038.55
200358,2893.66
200359,8523.97
200360,16151.9
200361,1764.55
200362,2129.15
200363,1245.04
200364,7484.07
200365,9794.38
200366,1230.2
200367,6300.6
200368,6560.72
200369,5743.29
200370,897.4
200371,10738.81
200372,960.7
200373,1052.07
200374,971.66
200375,1214.89
200376,273.85
200377,1790.47
200378,1547.98
200379,1880.62
200380,59.25
200381,3873.68
200382,37232.0
200383,2338.04
200384,2551.25
200385,723.56
200386,1126.13
200387,4377.73
200388,7456.76
200389,7226.76
200390,226.85
200391,3349.5
200392,960.92
200393,2862.98
200394,5018.15
200395,46.51
200396,152.41
200397,905.4
200398,2334.81
200399,759.53
200400,2336.87
200401,4561.74
200402,1978.02
200403,3650.88
200404,890.94
200405,598.83
200406,-89.52
200407,1483.5
200408,6753.58
200409,11599.25
200410,8203.42
200411,22.23
200412,20304.62
200413,11173.39
200414,20.05
200415,9505.91
200416,8415.78
200417,1905.37
200418,1039.79
200419,17898.07
200420,19127.82
200421,153.93
200422,131.99
200423,1004.42
200424,46535.14
200425,9080.46
200426,-29.55
200427,18857.45
200428,1381.58
200429,4963.45
200430,3908.94
200431,3045.95
200432,3952.33
200433,16309.55
200434,8.16
200435,5137.61
200436,10475.37
200437,748.37
200438,321.1
200439,1286.49
200440,1729.35
200441,1131.14
200442,1380.07
200443,6114.94
200444,1306.25
200445,3278.77
200446,3048.8
200447,6245.98
200448,13500.35
200449,1294.82
200450,2620.56
200451,1070.36
200452,-17.91
200453,3231.68
200454,1155.78
200455,8811.29
200456,1185.93
200457,110.55
200458,51.1
200459,3774.0
200460,3033.68
200461,3812.57
200462,-10.99
200463,8548.35
200464,1156.1
200465,9530.48
200466,2262.49
200467,2738.1
200468,2317.71
200469,33.13
200470,9453.7
200471,428.91
200472,-61.39
200473,46877.36
200474,1808.99
200475,3930.1
200476,12370.08
200477,5134.22
200478,4869.54
200479,1107.33
200480,6465.89
200481,117.77
200482,1302.48
200483,2817.08
200484,2453.03
200485,5194.8
200486,5279.2
200487,300.35
200488,1263.88
200489,5837.15
200490,8675.32
200491,8250.51
200492,18454.64
200493,27.29
200494,2376.4
200495,5656.28
200496,300.68
200497,629.56
200498,17823.09
200499,49.85
200500,5919.05
200501,21.6
200502,1762.04
200503,481.35
200504,2286.85
200505,5967.8
200506,202.43
200507,4032.58
200508,1938.11
200509,1195.81
200510,9163.3
200511,9947.23
200512,25489.08
200513,14495.76
200514,12274.45
200515,656.92
200516,22541.9
200517,8023.27
200518,108.7
200519,13069.94
200520,1473.72
200521,22873.91
200522,140.99
200523,-3.89
200524,8815.51
200525,493.5
200526,270.4
200527,3893.4
200528,3971.66
200529,38.52
200530,7431.79
200531,15162.16
200532,1970.67
200533,18960.8
200534,1273.59
200535,3.83
200536,1162.01
200537,860.02
200538,3512.25
200539,6990.61
200540,1.76
200541,2888.97
200542,2460.41
200543,4019.65
200544,-51.28
200545,151.27
200546,6355.52
200547,4132.23
200548,4424.75
200549,15975.23
200550,16380.19
200551,188.08
200552,11291.98
200553,234.29
200554,12143.9
200555,2195.2
200556,4159.93
200557,11455.38
200558,7063.19
200559,1330.67
200560,-207.83
200561,4079.72
200562,20728.06
200563,6191.25
200564,10706.08
200565,26804.26
200566,7504.9
200567,1961.22
200568,10088.65
200569,164.53
200570,1760.11
200571,3571.06
200572,10327.94
200573,17216.18
200574,881.4
200575,1277.7
200576,878.48
200577,867.23
200578,21446.02
200579,75.34
200580,5406.38
200581,1366.57
200582,6081.06
200583,1147.86
200584,17454.06
200585,7089.37
200586,4322.13
200587,1614.49
200588,4217.74
200589,2439.42
200590,138.49
200591,10835.9
200592,3804.45
200593,10089.3
200594,9867.72
200595,507.46
200596,4623.04
200597,22484.84
200598,11583.31
200599,3916.1
200600,7045.1
200601,9298.52
200602,9918.93
200603,27354.2
200604,10323.5
200605,1368.85
200606,4546.84
200607,7725.65
200608,8854.34
200609,121.98
200610,7707.26
200611,12292.67
200612,10311.26
200613,968.63
200614,99.75
200615,999.4
200616,2777.96
200617,1665.4
200618,28.25
200619,14.76
200620,2310.38
200621,11071.44
200622,92.06
200623,18688.75
200624,1152.45
200625,757.85
200626,76.02
200627,-138.94
200628,5449.82
200629,7808.83
200630,2134.23
200631,13004.73
200632,-4.75
200633,5138.99
200634,2527.34
200635,4822.21
200636,17610.66
200637,16882.0
200638,1320.99
200639,2257.2
200640,1501.55
200641,2722.79
200642,1136.85
200643,6715.59
200644,21875.47
200645,2692.44
200646,7634.49
200647,9703.11
200648,496.15
200649,6109.43
200650,5268.94
200651,5271.5
200652,809.49
200653,6767.93
200654,2779.9
200655,13442.88
200656,1656.39
200657,4472.62
200658,7510.78
200659,3117.48
200660,6546.45
200661,9426.76
200662,1937.28
200663,-6.69
200664,1788.74
200665,5872.07
200666,1736.99
200667,12086.11
200668,19000.62
200669,1720.22
200670,9100.05
200671,944.08
200672,1020.59
200673,14306.91
200674,5033.89
200675,5852.14
200676,5477.78
200677,8945.0
200678,2052.51
200679,25.32
200680,6190.79
200681,3363.8
200682,2959.49
200683,177.39
200684,51.78
200685,1148.0
200686,3114.04
200687,3267.62
200688,515.94
200689,10980.92
200690,1461.99
200691,6549.89
200692,-46.9
200693,6589.64
200694,380.44
200695,229.77
200696,6545.31
200697,4027.28
200698,29858.61
200699,766.27
200700,1767.9
200701,7065.17
200702,707.28
200703,7848.93
200704,648.54
200705,1091.74
200706,3630.6
200707,2111.8
200708,758.26
200709,2430.54
200710,699.04
200711,21.95
200712,12285.43
200713,10227.49
200714,1456.47
200715,32212.02
200716,1873.49
200717,1595.63
200718,11.51
200719,-55.81
200720,2616.22
200721,1947.67
200722,2392.56
200723,4166.37
200724,960.47
200725,1998.71
200726,249.52
200727,319.85
200728,3783.43
200729,3909.49
200730,1601.65
200731,4666.17
200732,1043.72
200733,6365.69
200734,2208.71
200735,1062.85
200736,16372.63
200737,7977.86
200738,2204.69
200739,30.19
200740,7310.47
200741,2527.22
200742,6896.06
200743,7468.49
200744,2356.03
200745,4097.4
200746,1274.71
200747,1279.41
200748,41419.03
200749,733.86
200750,13371.68
200751,6398.33
200752,-13.65
200753,3097.23
200754,2530.16
200755,3110.35
200756,4251.47
200757,3511.15
200758,2128.75
200759,899.85
200760,16578.58
200761,2867.72
200762,2541.48
200763,2466.25
200764,770.26
200765,14063.14
200766,1095.04
200767,1096.46
200768,921.53
200769,13845.4
200770,349.33
200771,-13.15
200772,2627.36
200773,-154.61
200774,12576.11
200775,2807.84
200776,3082.64
200777,4318.23
200778,2064.12
200779,90.81
200780,897.11
200781,4583.03
200782,653.62
200783,43258.94
200784,1196.4
200785,1355.43
200786,5057.53
200787,3797.19
200788,9110.42
200789,657.01
200790,3326.61
200791,4569.18
200792,3612.42
200793,4361.26
200794,15131.09
200795,3781.12
200796,70.7
200797,4393.12
200798,5067.96
200799,20996.21
200800,2102.24
200801,38.2
200802,212.75
200803,2024.94
200804,3979.6
200805,7063.08
200806,5448.13
200807,806.21
200808,3195.64
200809,2375.12
200810,2887.15
200811,787.04
200812,4243.84
200813,23976.4
200814,1198.21
200815,1528.89
200816,11747.24
200817,305.02
200818,6282.66
200819,6407.29
200820,886.92
200821,3772.92
200822,7126.32
200823,3704.88
200824,692.95
200825,12079.56
200826,1551.73
200827,2538.94
200828,11379.54
200829,12032.86
200830,7996.82
200831,4346.43
200832,6033.29
200833,-74.84
200834,1665.51
200835,1893.21
200836,1803.86
200837,3835.26
200838,1399.69
200839,5850.15
200840,3869.96
200841,7562.51
200842,3126.91
200843,3713.66
200844,8028.74
200845,40.18
200846,5584.87
200847,3794.93
200848,956.88
200849,12575.71
200850,1173.49
200851,9104.89
200852,1523.83
200853,7149.87
200854,13118.97
200855,41.05
200856,3725.88
200857,1046.06
200858,17493.14
200859,2273.77
200860,7596.31
200861,1660.62
200862,12261.89
200863,2672.1
200864,769.99
200865,26995.5
200866,7377.96
200867,255.28
200868,2614.05
200869,20.88
200870,12900.72
200871,1797.1
200872,9190.44
200873,820.37
200874,1367.27
200875,3124.75
200876,5331.64
200877,15.65
200878,9461.76
200879,818.99
200880,119.81
200881,457.38
200882,9527.65
200883,7305.67
200884,1444.46
200885,2101.3
200886,7791.13
200887,1278.64
200888,1177.82
200889,2147.62
200890,1825.58
200891,952.26
200892,6148.72
200893,45.88
200894,1003.2
200895,6233.2
200896,3612.6
200897,1835.07
200898,13042.34
200899,3967.78
200900,6287.81
200901,2692.61
200902,16694.1
200903,357.35
200904,1169.07
200905,2099.47
200906,9171.0
200907,78.99
200908,669.14
200909,242.16
200910,1891.23
200911,864.42
200912,3705.45
200913,5479.73
200914,4733.92
200915,3092.51
200916,1660.12
200917,14673.81
200918,849.28
200919,3854.26
200920,1285.49
200921,6232.16
200922,-14.75
200923,15413.04
200924,1230.39
200925,8785.83
200926,866.88
200927,403.47
200928,5103.03
200929,899.45
200930,12355.11
200931,1933.48
200932,1050.46
200933,17508.28
200934,7478.46
200935,2060.79
200936,6537.0
200937,29139.91
200938,11297.48
200939,3934.45
200940,2913.21
200941,287.75
200942,-76.78
200943,2087.45
200944,18985.41
200945,1729.97
200946,1289.49
200947,876.57
200948,7972.49
200949,18435.07
200950,5389.22
200951,7172.8
200952,12724.66
200953,2199.08
200954,-123.44
200955,19787.3
200956,4523.93
200957,2881.62
200958,1410.11
200959,1038.84
200960,3806.94
200961,4649.34
200962,8806.36
200963,984.19
200964,2233.81
200965,6120.94
200966,2106.87
200967,4328.18
200968,3811.2
200969,3283.63
200970,13926.06
200971,1472.32
200972,4153.25
200973,10438.81
200974,16747.04
200975,3087.89
200976,30767.3
200977,11796.75
200978,2333.81
200979,544.4
200980,9717.4
200981,1805.02
200982,6597.36
200983,1096.66
200984,864.08
200985,26250.75
200986,14040.11
200987,1267.83
200988,330.2
200989,1164.37
200990,799.13
200991,1632.72
200992,2902.62
200993,67.97
200994,2752.14
200995,1598.73
200996,-104.44
200997,86.99
200998,1392.99
200999,9164.25
201000,4689.58
201001,7897.32
201002,17164.12
201003,14298.4
201004,358.1
201005,989.79
201006,5378.04
201007,1283.8
201008,6117.08
201009,3420.46
201010,8654.25
201011,12331.54
201012,3341.32
201013,13.72
201014,2597.92
201015,5488.51
201016,1630.16
201017,2800.7
201018,2390.13
201019,11985.63
201020,7655.08
201021,1667.26
201022,8052.45
201023,33277.43
201024,5862.4
201025,2666.32
201026,5030.94
201027,3435.13
201028,3605.99
201029,1756.15
201030,6841.73
201031,16081.29
201032,695.05
201033,9277.61
201034,102.5
201035,5141.42
201036,1044.43
201037,1715.61
201038,1292.52
201039,-2.95
201040,1657.21
201041,523.17
201042,3314.68
201043,798.7
201044,5998.41
201045,3872.91
201046,2071.91
201047,898.38
201048,7629.01
201049,612.02
201050,6518.74
201051,1492.59
201052,4247.9
201053,597.42
201054,2559.96
201055,3890.44
201056,2777.52
201057,20.73
201058,9488.08
201059,10323.31
201060,644.83
201061,-30.62
201062,2750.2
201063,24227.44
201064,2053.44
201065,1147.7
201066,1154.49
201067,17225.15
201068,13264.96
201069,-25.23
201070,25417.08
201071,539.35
201072,2360.77
201073,2398.77
201074,22061.22
201075,10.92
201076,1717.98
201077,7369.93
201078,1813.52
201079,9414.08
201080,2758.18
201081,17707.16
201082,5240.83
201083,1098.24
201084,816.83
201085,1428.08
201086,11766.69
201087,1735.91
201088,6941.44
201089,6933.92
201090,8119.63
201091,519.75
201092,6731.54
201093,1769.11
201094,5369.41
201095,2184.05
201096,2718.92
201097,13.77
201098,4782.25
201099,588.42
201100,1748.78
201101,8450.28
201102,2621.15
201103,3960.79
201104,55.07
201105,5705.37
201106,635.27
201107,931.11
201108,2076.96
201109,7140.5
201110,3263.78
201111,4222.19
201112,10952.32
201113,6929.27
201114,4835.74
201115,23246.63
201116,799.56
201117,941.14
201118,1465.66
201119,5172.38
201120,3159.11
201121,2814.63
201122,8690.25
201123,7531.04
201124,11886.46
201125,1327.19
201126,-11.7
201127,11224.87
201128,7192.37
201129,22807.16
201130,3613.4
201131,3328.68
201132,5133.2
201133,1464.43
201134,7623.42
201135,2061.38
201136,5875.17
201137,105.93
201138,209.71
201139,5564.66
201140,12084.1
201141,681.84
201142,1906.57
201143,7693.93
201144,2791.44
201145,7471.9
201146,3600.18
201147,3210.06
201148,2175.35
201149,897.14
201150,3856.85
201151,11265.27
201152,1441.0
201153,1626.05
201154,6684.29
201155,4344.38
201156,1275.35
201157,1172.62
201158,1446.63
201159,1534.84
201160,619.68
201161,2798.65
201162,841.67
201163,8328.9
201164,2014.97
201165,1222.21
201166,-13.76
201167,870.96
201168,796.76
201169,1795.97
201170,12962.96
201171,7317.4
201172,12814.82
201173,16102.87
201174,500.43
201175,1507.08
201176,2107.53
201177,1673.43
201178,4187.64
201179,915.2
201180,2117.76
201181,14119.96
201182,746.23
201183,3260.56
201184,2528.65
201185,3307.22
201186,883.77
201187,13628.37
201188,4295.97
201189,29747.87
201190,2428.66
201191,10004.18
201192,4212.6
201193,1102.57
201194,-15.82
201195,4308.88
201196,7500.13
201197,5657.46
201198,4949.52
201199,873.5
201200,5005.37
201201,208.51
201202,20370.67
201203,1234.75
201204,2363.0
201205,2315.5
201206,3128.39
201207,3580.66
201208,11049.46
201209,285.82
201210,6155.41
201211,306.93
201212,21448.88
201213,7017.34
201214,22310.5
201215,1271.7
201216,1398.69
201217,104.74
201218,1921.78
201219,650.71
201220,3159.79
201221,3247.22
201222,3916.53
201223,9961.52
201224,14535.48
201225,4451.13
201226,904.01
201227,3304.01
201228,1902.12
201229,13001.55
201230,3079.98
201231,5524.37
201232,16849.94
201233,4849.96
201234,27935.04
201235,21064.15
201236,2827.53
201237,14566.46
201238,53.96
201239,10457.79
201240,1112.28
201241,7218.37
201242,1611.41
201243,2508.97
201244,8482.23
201245,4113.07
201246,22.54
201247,23271.46
201248,541.57
201249,7355.97
201250,3781.01
201251,5334.25
201252,1116.6
201253,6995.33
201254,8226.82
201255,8513.4
201256,28754.69
201257,1177.61
201258,9291.06
201259,3117.01
201260,44618.3
201261,5654.91
201262,-97.59
201263,5750.78
201264,-86.32
201265,1243.61
201266,215.95
201267,605.74
201268,4.91
201269,6449.46
201270,1531.11
201271,6447.9
201272,6985.0
201273,622.4
201274,1412.98
201275,6415.48
201276,3156.76
201277,1081.76
201278,10685.36
201279,4359.46
201280,3813.12
201281,1120.4
201282,2672.46
201283,1682.16
201284,2538.55
201285,1420.09
201286,1667.07
201287,459.08
201288,1367.7
201289,548.19
201290,2343.54
201291,6317.51
201292,4575.02
201293,3307.77
201294,-13.76
201295,4829.36
201296,2749.22
201297,2253.66
201298,38.68
201299,1679.99
201300,22561.36
201301,3928.52
201302,13984.15
201303,2540.3
201304,9023.79
201305,4816.43
201306,8418.49
201307,1148.11
201308,4599.35
201309,3139.44
201310,13730.75
201311,5178.32
201312,29627.68
201313,30564.02
201314,2799.68
201315,1295.56
201316,2048.93
201317,5771.07
201318,8621.93
201319,2180.02
201320,4222.96
201321,960.65
201322,9303.88
201323,6139.59
201324,6080.61
201325,9346.55
201326,11147.67
201327,1546.48
201328,105.37
201329,940.48
201330,16943.35
201331,3817.8
201332,8136.06
201333,15346.13
201334,1884.29
201335,15969.37
201336,572.06
201337,10023.68
201338,5493.07
201339,-9.07
201340,13659.0
201341,9799.82
201342,42717.43
201343,4245.64
201344,8005.16
201345,28914.2
201346,17113.89
201347,797.89
201348,742.89
201349,215.2
201350,3899.81
201351,4585.3
201352,14.76
201353,927.46
201354,7255.71
201355,12763.65
201356,11013.57
201357,7381.17
201358,4330.98
201359,5408.77
201360,1801.14
201361,8844.11
201362,9999.62
201363,9325.28
201364,8826.84
201365,8581.91
201366,13104.64
201367,18189.03
201368,3283.48
201369,5311.42
201370,13961.76
201371,3534.42
201372,27294.02
201373,1217.86
201374,8730.67
201375,1512.41
201376,948.01
201377,5968.82
201378,2713.55
201379,14289.34
201380,8.04
201381,1801.71
201382,16695.66
201383,2584.83
201384,459.32
201385,7878.57
201386,4072.82
201387,7364.26
201388,9863.88
201389,2955.69
201390,35966.87
201391,61.77
201392,2153.77
201393,1872.51
201394,8152.77
201395,17190.88
201396,9876.76
201397,10106.38
201398,6352.56
201399,2412.26
201400,1749.08
201401,3120.95
201402,3134.19
201403,12109.06
201404,3806.45
201405,1622.69
201406,30548.21
201407,24428.92
201408,8158.64
201409,9931.55
201410,-52.88
201411,2043.35
201412,5953.2
201413,20158.03
201414,7232.36
201415,1615.55
201416,1256.37
201417,941.4
201418,1036.25
201419,14140.73
201420,16946.95
201421,11183.6
201422,1354.46
201423,7950.87
201424,11008.9
201425,1224.13
201426,1066.61
201427,3489.48
201428,4327.49
201429,2198.85
201430,11997.63
201431,10581.54
201432,1101.56
201433,1961.5
201434,435.21
201435,4003.55
201436,4182.31
201437,6023.38
201438,1992.0
201439,5879.64
201440,6365.1
201441,15665.86
201442,4437.52
201443,7620.16
201444,543.53
201445,229.24
201446,2641.45
201447,7360.47
201448,2731.39
201449,14855.09
201450,-59.2
201451,791.92
201452,8426.2
201453,1011.74
201454,3437.55
201455,3617.05
201456,4214.43
201457,3047.69
201458,1168.55
201459,5041.97
201460,1547.27
201461,3984.72
201462,6715.34
201463,4968.27
201464,4717.04
201465,12068.34
201466,-40.19
201467,3208.96
201468,7145.1
201469,2925.4
201470,5771.08
201471,1260.05
201472,299.13
201473,14485.0
201474,1169.77
201475,48.01
201476,1573.4
201477,4133.0
201478,2800.54
201479,2646.83
201480,1224.84
201481,11484.17
201482,42020.72
201483,9752.81
201484,1215.08
201485,11949.7
201486,5139.26
201487,1245.12
201488,14290.36
201489,3629.03
201490,22187.03
201491,1240.98
201492,57.17
201493,6148.28
201494,1138.81
201495,374.76
201496,1868.65
201497,18040.82
201498,6296.54
201499,1459.1
201500,13460.27
201501,26805.83
201502,10565.02
201503,1738.67
201504,10502.88
201505,1062.88
201506,15922.56
201507,6960.94
201508,31.99
201509,6409.47
201510,661.11
201511,2850.86
201512,1810.54
201513,1497.18
201514,692.22
201515,3996.49
201516,19.68
201517,4117.92
201518,3672.68
201519,1925.53
201520,4566.53
201521,1386.82
201522,46024.79
201523,9412.26
201524,1934.79
201525,7537.33
201526,6262.25
201527,446.7
201528,6173.62
201529,109.65
201530,14577.17
201531,18211.46
201532,4924.93
201533,14152.2
201534,64.54
201535,19632.28
201536,1414.93
201537,723.13
201538,523.86
201539,783.11
201540,26712.44
201541,743.8
201542,-139.48
201543,18907.99
201544,324.82
201545,0.53
201546,7355.9
201547,9194.14
201548,10.5
201549,4270.12
201550,4152.63
201551,6390.72
201552,4933.18
201553,10060.5
201554,3292.89
201555,7916.71
201556,3069.05
201557,4178.49
201558,7497.13
201559,6172.8
201560,674.73
201561,-115.22
201562,7146.94
201563,1443.38
201564,988.79
201565,1829.58
201566,17219.35
201567,867.82
201568,710.87
201569,80.83
201570,3060.72
201571,710.77
201572,820.9
201573,2280.91
201574,511.91
201575,8744.59
201576,563.07
201577,9329.14
201578,6762.16
201579,5510.54
201580,909.68
201581,1345.49
201582,1181.38
201583,3157.85
201584,1750.27
201585,2343.06
201586,374.02
201587,1584.93
201588,596.59
201589,746.2
201590,106.72
201591,772.83
201592,22166.48
201593,1100.57
201594,1523.9
201595,6735.03
201596,1577.14
201597,5171.41
201598,501.29
201599,195.03
201600,4068.06
201601,1252.4
201602,2401.49
201603,8833.13
201604,602.54
201605,4246.81
201606,4396.92
201607,161.74
201608,10148.6
201609,17.35
201610,14544.1
201611,16149.95
201612,28764.29
201613,9041.1
201614,4360.91
201615,3085.83
201616,7697.77
201617,55.3
201618,1597.29
201619,1628.45
201620,1913.92
201621,3274.64
201622,672.94
201623,2838.6
201624,128.49
201625,2369.97
201626,7628.02
201627,12171.32
201628,7542.9
201629,27639.6
201630,7268.68
201631,9449.44
201632,1149.2
201633,3615.09
201634,10868.39
201635,8618.23
201636,8348.94
201637,8896.74
201638,4714.23
201639,1198.15
201640,3007.63
201641,12626.05
201642,11963.92
201643,403.03
201644,2530.69
201645,749.26
201646,11124.39
201647,2480.12
201648,303.07
201649,3607.47
201650,12814.28
201651,7780.17
201652,13011.87
201653,36451.48
201654,15186.7
201655,3720.04
201656,4491.6
201657,14280.52
201658,1060.7
201659,4131.68
201660,10141.51
201661,4695.96
201662,3498.02
201663,1014.0
201664,2847.61
201665,878.55
201666,2698.5
201667,3781.59
201668,707.12
201669,339.25
201670,7281.15
201671,998.69
201672,112.28
201673,5751.7
201674,-7.66
201675,72858.82
201676,1367.66
201677,8006.44
201678,5381.29
201679,2369.65
201680,5018.58
201681,167.01
201682,4648.32
201683,1780.44
201684,1566.02
201685,700.28
201686,12553.93
201687,3776.63
201688,2866.79
201689,21518.15
201690,7494.7
201691,2310.18
201692,8163.39
201693,1977.03
201694,9744.97
201695,4942.88
201696,19141.8
201697,819.51
201698,3247.83
201699,-92.4
201700,4728.08
201701,12236.31
201702,7670.92
201703,15242.47
201704,4992.62
201705,1889.18
201706,1525.89
201707,28173.15
201708,1471.84
201709,2646.8
201710,11087.64
201711,1210.49
201712,213.94
201713,2859.36
201714,21756.6
201715,7036.71
201716,-59.04
201717,11995.78
201718,38063.78
201719,1836.12
201720,9100.23
201721,2483.03
201722,6969.12
201723,875.74
201724,1425.5
201725,1620.04
201726,15796.67
201727,1022.93
201728,602.86
201729,1975.9
201730,1172.32
201731,12136.19
201732,5116.4
201733,14079.06
201734,678.18
201735,159.37
201736,9823.59
201737,21400.58
201738,4153.11
201739,1321.5
201740,400.43
201741,181.98
201742,644.07
201743,1296.54
201744,1236.0
201745,1626.13
201746,47.68
201747,4313.89
201748,3033.19
201749,12337.86
201750,1761.84
201751,7857.44
201752,4915.91
201753,137.73
201754,10823.21
201755,17285.42
201756,6213.24
201757,2850.89
201758,2619.23
201759,2005.96
201760,1083.41
201761,19211.05
201762,192.81
201763,-11.5
201764,3651.34
201765,7363.11
201766,1778.61
201767,173.58
201768,18206.31
201769,95.01
201770,20737.85
201771,2344.98
201772,1382.57
201773,11039.9
201774,80.48
201775,219.16
201776,1025.3
201777,528.27
201778,2214.11
201779,3433.2
201780,22086.34
201781,98.91
201782,964.51
201783,3383.28
201784,701.75
201785,9872.97
201786,825.19
201787,6522.18
201788,1796.34
201789,1866.18
